text|sentiment
Faizler Çakıldı! Ziraat Bankası, Halkbank, Vakıfbank ve 7 Banka Faiz İndirdi, 32 Günlük En Yüksek Faiz Veren Banka Hangisi https://tco/ENgDAfoSKD emlak365 aracılığıyla"|positive
Vakıfbank denetim kurulu üyesi değerli hemşehrimiz, ağabeyimiz Sn Hasan TÜRE' yi makamında ziyaret ettim Kendisine teşekkür eder, görevinde başarılar dilerim hasanturetr https://tco/OXgGR3X11N"|neutral
Vakıfbank Uzunköprü şube müdürü Yunus Kılınçer oda başkanımız Ercan İhtiyar’ı iş yerinde ziyaret ederek, Vakıfbank’ın iş dünyasına yönelik istihdam teşvik kredilerinden bahsetti ve sektörlerin istihdam konusundaki çalışmalarına olan katkıları hakkında istişarede bulundular https://tco/s0kZGCI4qs"|neutral
karakocbaran VakifBank Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı veya e-posta adresinizi özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
RT brkyy62: Ben istediğim saatte para çekemeyeceksem atmleriniz neden var acaba ???? ziraatbankasi IsBankasiDestek VakifBank qnbfinans…|negative
VakifBank muhteşem bir bankasın Kuryenet diye bir kargo firması ile çalışıyorsunuz ALLAH onlardan razı olsun sayelerinde ek iş sahibi olacağım Kendileri ile yaşadıklarım sayesinde bir dizi stand-up show hazırlığındayım.|negative
RT menajeriii: Vakıfbank’ın yeni sesli asistanı VİBİ’nin lansman toplantısı Oğulcan Berk’in sunumuyla gerçekleştirildi ogulcanberk vega…|neutral
imeaslan VakifBank Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı veya e-posta adresinizi özel mesaj üzerinden bizimle paylaşmanızı rica ederiz."|neutral
Ya beni bir salın ağbi ya VakifBank|negative
imeaslan VakifBank İnternette ya da telefonda problem olması muhtemel|negative
imeaslan VakifBank Ben problemsiz kullanıyorum şu an|positive
Doğa rutkay dan başka kimse mi yoktu vibi yi seslendirecek Eyy... VakifBank İnsan bazen gerçekten hayret ediyor !|negative
VakifBank Gerek çağrı merkezi gerek şube kanalından talebimi yeniledim buna rağmen sonuca varamadım Kullandırım yapmak bu kadar kolayken ödeme yapma yada tahsil etme konusunda neden güçlük çekiliyor anlamı değilim !|negative
VakifBank VakıfBank açmış olduğum talebi 3 iş günü içinde sonuca bağlayacağını söylediği halde hala bir çözüm üretmemiş durumda üstelik yapmış olduğum taksitli nakit avans işleminin tahsilatının gerçekleşmesi gibi çok basit bir işlem Yapacağınız tek şey taksit tahsilatı.|negative
VakifBank Hizmet veremeyen çağrı merkezinizde ortalama bekleme süresi 10 dk Bu saygısızlığınızla hala “yanındaki güç” filan demeye utanmıyor musunuz adalet_bakanlik abdulhamitgul bu bankaya bizi neden mecbur ediyorsunuz?|negative
Guldur_Guldur Doarutkay ShowTV Günaydın... Vakıfbank vivi deki şirin ses sizsiniz degilmi|positive
VakifBank SAYIN VAKIFBANK YETKİLİSİNİN DİKKATİNE BU NE BASİRETSİZLİKTİR BU NE VURDUMDUYMAZLIKTIR BU NE ETİKSİZLİKTİR SİZLER VAKIFBANK' IMIZIN KURUMSAL KİMLİĞİNİ TEMSİL ETMEKTE OLDUĞUNUZ BİLİNCİNE NE ZAMAN VARACAKSINIZ?|negative
yigo5 VakifBank Merhaba, talebinizi detaylı bir şekilde özel mesaj üzerinden bizimle paylaşmanız durumunda size yardımcı olmak isteriz.|neutral
Ziraat sırasında kuyruk olmuş bekleyen arkadaşlara kendilerini mal gibi hissettirecek bir bilgi vericem şimdi Halkbank ve Vakıfbank'tan ziraat kartinizla para cekebilirsiniz işlem tutari ödemeden İlla ziraat sirasina girmek zorunda degilsiniz.|positive
VakifBank neden sürekli beni arayıp duruyorsun pes edip açınca neden cevap vermiyorsun bu arada kredi vermek için arıyorsanız aramayın, ihtiyacım yok İS-TE-Mİ-YO-RUM.|negative
valhallabekcisi VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek için Bankamıza ilettiğiniz tüm başvurularınız değerlendirilmektedir Şubemiz hakkındaki bildiriminiz ilgili birimimize iletilmiştir Yaşanan durum için üzüntülerimizi bildirir, anlayışınız için teşekkür ederiz.|neutral
SacmalamaAyten_ VakifBank Merhaba, sorun yaşadığınız şube ismini özel mesaj üzerinden bizimle paylaşmanız halinde gerekli incelemeler yapılacaktır.|neutral
orhan_gokce VakifBank Merhaba, talebinizi detaylı bir şekilde özel mesaj üzerinden bizimle paylaşmanız durumunda size yardımcı olmak isteriz.|neutral
abdulkadiraksu1 Sayın başkanım ilk önce mevlüt kandiliniz mübarek olsun ankara söğütözü vakıfbank şubesi için görevlendirme bekliyorum 2 aydır bekliyorum bana bu konuda yardım edermisiniz başkanım saygılar.|neutral
serkansh VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek için Bankamıza ilettiğiniz tüm başvurularınız değerlendirilmektedir Şubemiz hakkındaki bildiriminiz ilgili birimimize iletilmiştir Yaşanan durum için üzüntülerimizi bildirir, anlayışınız için teşekkür ederiz.|neutral
_mor_alice VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek ve iş birliğimizin uzun yıllar devam etmesi için tüm öneri ve taleplerinizi değerlendirmektedir Yaşadığınız aksaklıktan dolayı özür diler, tekrarının olmaması için çalışmalarımızın devam ettiğini bildiririz.|neutral
VakifBank Bakırköy şubeşindeyim Resmen eziyet Annem maaş müşterisi sıra bile beceremiyorler Kaçın Tabi ki işimizi halledemedik.|negative
cyksfa VakifBank Teşekkür ederim.|positive
1azmutlulukk VakifBank İnşallah bu arada Doğum günün kutlu olsun.|positive
cyksfa VakifBank Allahım çok aminnn.|positive
VakifBank Fena sayılmazdı aslındada işte neyse bekle belki akşam daha büyük bir hediye alırsın.|neutral
VakifBank Yaniii olabilirdi |neutral
VakifBank musteri hizmetlerine ulaşmak bu kadar zor olmamalı?? Bu nedir ya hu|negative
VakifBank SAYIN VAKIFBANK YETKİLİSİNİN DİKKATİNE BU NE BASİRETSİZLİKTİR BU NE VURDUMDUYMAZLIKTIR BU NE ETİKSİZLİKTİR SİZLER VAKIFBANK' IMIZIN KURUMSAL KİMLİĞİNİ TEMSİL ETMEKTE OLDUĞUNUZ BİLİNCİNE NE ZAMAN VARACAKSINIZ????|negative
yigo5 VakifBank Merhaba, talebinizi detaylı bir şekilde özel mesaj üzerinden bizimle paylaşmanız durumunda size yardımcı olmak isteriz.|neutral
BehzatYankaz VakifBank Merhaba, başvurunuz hakkında inceleme yapabilmemiz için TC Kimlik numaranız ile bilgilendirme yapılmasını istediğiniz Bankamız sistemine kayıtlı cep telefonu numaranızı özel mesaj üzerinden bizimle paylaşmanızı rica ederiz.|neutral
Ziraat sırasında kuyruk olmuş bekleyen arkadaşlara kendilerini mal gibi hissettirecek bir bilgi vericem şimdi Halkbank ve Vakıfbank'tan ziraat kartinizla para cekebilirsiniz işlem tutari ödemeden İlla ziraat sirasina girmek zorunda degilsiniz aq|negative
VakifBank 129400le kapatan bir kağıdın altı üstü 83adet sabah 8de 129000den verilen satışını nasıl yapamıyorsunuz Ya da neden yapamıyorsunuz?|negative
VakifBank neden sürekli beni arayıp duruyorsun pes edip açınca neden cevap vermiyorsun bu arada kredi vermek için arıyorsanız aramayın, ihtiyacım yok.|negative
valhallabekcisi VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek için Bankamıza ilettiğiniz tüm başvurularınız değerlendirilmektedir Şubemiz hakkındaki bildiriminiz ilgili birimimize iletilmiştir Yaşanan durum için üzüntülerimizi bildirir, anlayışınız için teşekkür ederiz.|neutral
SacmalamaAyten_ VakifBank Merhaba, sorun yaşadığınız şube ismini özel mesaj üzerinden bizimle paylaşmanız halinde gerekli incelemeler yapılacaktır.|neutral
orhan_gokce VakifBank Merhaba, talebinizi detaylı bir şekilde özel mesaj üzerinden bizimle paylaşmanız durumunda size yardımcı olmak isteriz.|neutral
Ziraat sırasında kuyruk olmuş bekleyen arkadaşlara kendilerini mal gibi hissettirecek bir bilgi vericem şimdi Halkbank ve Vakıfbank'tan ziraat kartinizla para cekebilirsiniz işlem tutari ödemeden İlla ziraat sirasina girmek zorunda degilsiniz aq|positive
valhallabekcisi VakifBank Merhaba, müşterilerimize daha iyi hizmet vermek için Bankamıza ilettiğiniz tüm başvurularınız değerlendirilmektedir Şubemiz hakkındaki bildiriminiz ilgili birimimize iletilmiştir Yaşanan durum için üzüntülerimizi bildirir, anlayışınız için teşekkür ederiz.|neutral
SacmalamaAyten_ VakifBank Merhaba, sorun yaşadığınız şube ismini özel mesaj üzerinden bizimle paylaşmanız halinde gerekli incelemeler yapılacaktır.|neutral
VakifBank SAYIN VAKIFBANK YETKİLİSİNİN DİKKATİNE 1-31 Ekim 2019 tarihleri arasında farklı günlerde ve tek seferde 125 TL ve üzeri GIDA ALIŞVERİŞİNE WORDCARD' dan 30 parapuan hediye kampanyanıza katlım sağlayarak koşullarını da yerine getirdimBU NE BAİRETSİZLİKTİR?|negative
VakifBank mimaroba subesinde millete zulum yapiyosuniz Az kaldi sizi de satarlar yakinda it gibi calismaya baslarsiniz zaman |negative
Vakıfbanktayım yarım saattir sıra bekliyorum ve çalışanlar aşırı yavaş işlem yapmıyorlar resmen önümde geldiğimden beri sadece 1 kişi var geldiğimden beri gişedekiler yavaş olduğu için işlemi halledemiyorlar VakifBank|negative
I'm at Vakıfbank Genel Müdürlük in İstanbul|neutral
2bir Halkbank davası mı geliyor  Hem de Vakıfbank  yazık bize|negative
HalkBank'tan sonra sıra VakıfBank'a mı geliyor 5 OECD, önümüzdeki günlerde VakıfBank için verilen dosyayı inceleyecek Belki de kamu bankası olan VakıfBank, Nakşi tarikatın günahları nedeniyle yaptırıma uğrayacak.|negative
HalkBank'tan sonra sıra VakıfBank'a mı geliyor 1 KKTC'de Faisal İslam Bank bünyesinde, Nakşibendi Cemaati’nin para akışını sağlayan Mondial Bank ile bağlantısı nedeniyle VakıfBank'ın başı dertte.|negative
Nakşibendi Tarikatı'nın OFF-SHORE bankası MONDIAL Vakıfbank üzerinden usulsüz uluslararası para transferi Brezilya Hükümeti, OECD Üst Yönetimi, şikayetler Çok acayip...Çokkkk|negative
VakifBank Bu kadar karaktersiz bi banka daha varmı acaba ülkede.|negative
ir KAMU BANKASI USULSÜZLÜĞÜ DAHA Nakşibendi tarikatının KKTC/Mondial Bank’ın Vakıfbank’ta bulunan hesabı üzerinden usulsüz para transferi yapması nedeniyle Brezilya hükümeti Vakıfbank’ı OECD’ye şikayet etti.|negative
RT manisaiskur: Meslek danışmanlarımız tarafından Yunusemre Vakıfbank-Türkbirliği Ortaokulu öğrencilerine yönelik seminer düzenlenmiştir.|neutral
Arkadaşlar vakıfbank cortladı herhalde ülke genelinde :/|negative
Garanti’nin Ugisnin benzerini vakıfbank çıkarmış adı vibi aminasyonları da aynı tarz Çok yorulmadınız inşallah|negative
İş yerinde içtiğim çaylar arasında en güzeli vakıfbank ebisteydi|positive
VakifBank On numara çalışıyo mis gibi uygulama|positive
yeniakit Zarrab Halk Bankası IŞ-İT / AKP ilişkileri Altın kaçakçılığı Mal Varlığı dosyası ... yani hepsi AKP/RTE odaklı, ülke için tek faydalı bir konu olmayacak! Ülke resmen rehin alınmış durumda anasını satayım.|negative
Vakıfbankası hasan ali yücel serisi.. kalbimizi bırakalım bakalim♥️|positive
ARPALIK Atatürk'ün Mirası İş Bankası hisselerine bir Gözetim Memuru tayin etmesi gereken Chp, Yıllardır Hisse alıp satıyor Yönetim kuruluna Milyon maaşla Chp lileri atıyor!. Bu ara Chp'yi İş Banka elinden gidecek korkusu mu sardı ne!. Atatürk'le yatıp,Atatürk'le kalkıyor.|negative
sarahhasanli IsBankasiDestek Is bankası mobil uygulamayı yükle telefonuna Oradan yeni şifre alabilirsin Ve mobil uygulamada Canli Destek yazan yer var Telefonla oradan yardim alabilirsin|neutral
RT OturBiKonusscaz: Yine gururlandım,yine duygulandım..İyi ki varsın vakıfbankası.|positive
Kredi derecelendirme kuruluşu Fitch Ratings 20 Türk bankasının görünümünü durağana yükseltti ▪️Ayrıca kuruluş, Akbank ve İş Bankası'nın yerel para cinsinden uzun vadeli kredi notu görünümünü negatiften durağana yükseltti.|positive
RT guvsak: Bakın isteyince olabiliyor.|positive
Önceki Dönemler İçişleri Bkn, Vakıflar Bankası Yönetim Kurulu Başkanı Sn abdulkadiraksu1 'nun Katılımları ile İlçemizde Dar Gelirli Kadınlarımıza İş İmkanı Sağlayacak Olan Miktofinans Ahmet Kemal Torun Çermik Biriminin Açılışını Gerçekleştirdik.|positive
Ulan vakıfbankası yine krallığını yaptın Ölene kadar senciyim|positive
skryzlr Dedim ya! İş yatırım Menkul degerler Aş müsterisi olacaksın Onlar sana yardımcı olacaktır İş yatırım kimmi iş bankası nın Kurucusu ATATÜRK sanırım daha iyi bir referans olamazdı.|positive
Haberturk Ulan oğlum bunun ne dediği belli değil önce sattı diyor şimdi kiraladı diyor yarın o iş öyle değilmiş der Ayrıca siz yıllardır İş Bankası'nın sömürken tüyü bitmemiş yetimin hakkını hiç düşünüyor muydunuz söz konusu tank palet fabrikasında böyle bir durumda söz konusu değildir|negative
Birileri ülkede bastiramadigi her olayda 3 şey ile gündem değiştirir Atatürk Osmanlı devleti İş bankası Peki sorarım size yalan tarihler ve iftira dolu cümlelerin oluşturduğu bilgi kirliliğinin hesabıni nasıl vereceksiniz???|negative
dirilispostasi İş Bankası öder nasıl olsa.|negative
RT Kenanncaliskan: Türkiye İŞ Bankası ve GARANTİ Bankası Müdürleri Serkan Özdemir ve Ümit Öztürk bey sendikamızı ziyaret ettiler.|neutral
İş Bankası Türkçeyi deforme edebilmek icin elinden geleni yapiyor|negative
Türkiye geçen yıldan beri Dünya Bankası İş Yapma Kolaylığı Endeksi’nde (Doing Business Index-DBİ) roket hızıyla yükseliyor.|positive
RT fuatoktay: Suriye sınırımızdaki güzel gelişmelerden sonra ülkemizle ilgili muhtemel güzel bir gelişmeyi sizlerle paylaşmak istiyorum.|positive
DOGUNSIFED 'in ev sahipliği de Türk Girişim ve İş Dünyası Konfederasyonu (TÜRKONFED) ve Türkiye İş Bankası iş birliğiyle yürütülen ve 3’üncüsü Diyarbakır’da gerçekleşen Dijital Anadolu Projesi toplantısına oda başkanımız SnSüleyman İSKENDEROĞLU katılım sağladı.|neutral
Dijital Liderler Diyarbakırlı KOBİ'lerle Buluştu TÜRKONFED ve Türkiye İş Bankası iş birliğiyle yürütülen Dijital Anadolu Projesi'nin 2019 yılı üçüncü toplantısı Diyarbakır'da gerçekleştirildi.|neutral
İş bankası internet bankacılığı girişi sorun çıkarıyor|negative
MİAD Ailemizin yeni üyesi Sn Yavuz KIR'ı ziyaret ettik Bankacılık ve Finans Sektörlerinde Hazine Uzmanı olarak faaliyet gösteren, değerli hemşehrimize MİAD'a hoşgeldin diyor; İş hayatında başarılar diliyoruz.|neutral
YENİCE Belediyesi ile Yenice İş Bankası arasında 3 yıllık maaş anlaşması yapıldı.|neutral
İş Bankası da reklamla ananlardan biriydi, reklamında bankanın kurucusu mesajına atıf vardı Doğrusu reklamı izlerken hissettiğim tek şey mobil bankacılıkta EFT'ye 9 TL almalarına duyduğum kızgınlıktı Geçelim.|negative
190’dan fazla ülkede bulunan satış mağazalarından alışveriş yapılıp, ATM’lerden nakit avans işlemleri de sağlanabilecek İş Bankası Discover ve Diners Club logolu kartı, kabul ve ihraç etme konusunda ilk Türk bankası unvanına sahip olacak.|positive
İş Bankası, Bankalararası Kart Merkezi ve Discover Finansal Hizmetler ile yaptığı ortak çalışma kapsamında TROY’u yurt dışına taşıyor TROY kredi kartı olan İş Bankası müşterilerime yurt dışındaki 44 milyondan fazla noktada alışveriş yapabilecek.|positive
borsagundem İş bankası hisseleri devri geliyor az kaldı|positive
Sondakika... Düşük faizli kredi indirimi! ING, Garanti İş bankası Finansbank|positive
Atamiz'in kurmus oldugu, hep izinde giden ve gidecek olan Türkiye'nin en köklü bankasi Yine harika bir calisma olmus.|positive
Ne güzel şeysin Atatürk Ne güzel!!! Sevgili İş Bankası, seni de çok seviyorum canım bankam ❤️|positive
İş Bankası bankacılıktaki öncülüğü, iştirakleri ile tek bağımsız milli bankadır Tarihini öğrenmek için başta çalışanları olmak üzere yurttaşları Eminönü'nde bulunan İŞ BANKASI MÜZESİNİ gezmelerini öneriyoruz.|neutral
Ankara'nın en şık binası tartışmasız Türkiye vakıfbankası binasıdır.|positive
Watsons ve vakıfbankası temiz olmuş Her ikisini de sevdim, duygulandım.|positive
akledenkalb vakıfbankası süper yapmış helal olsun|positive
ne olursa olsun vakıfbankası kullanır ve herzaman över.|positive
meozkaya: Ekonomiden güzel haberler:  Merkez Bankası faizi %14’e düşürdü İhracat arttı.|positive
Bende de var vakıfbankası hediyesiydi.|positive
İş Bankası ve Oracle’dan güç birliği.|positive
Biz iyiyiz ya Siz Önceki Dönem vakıfbankası Genel Müdür Yard Kıymetli Ağabeyim Hakan Barut İle birlikte.|positive
candundaradasi coe WFDemocracy Sen gazeteci değilsin sen tetikçisin John Para karşılığı haber yapan adı ve şerefsiz bir karaktersin İş bankasından aldığın hibe krediler de senin rüşvetlerin İş bankası neden böyle hibe kredileri intihar eden 4 kardeşe vermiyorda sana veriyor John?|negative
İş bankasının iştirak ettiği bir çok şirket bulunmakta Hani derler ya, borsanın kalbi nerede İşte iş bankası Adamlar geleceği görerek, şirketlere yatırım yapmakta Başta şişecam olmakla beraber 18 in üzerinde şirkete ortaklar :)|positive
vakıfbankası’nın aktif büyüklüğü 526 milyar liraya ulaştı.|positive
vakıfbankası, 52 şubeyi kapadı, ticari zarar ikiye katladı: 5,6 milyar TL zarar.|negative
Solucandan insana dek yol aldınız Ve hala pek çok solucanlık var içinizde.|negative
